"filename", "language", "C++", "CMake", "Python", "Markdown", "comment", "blank", "total"
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/pieces/knight.h", "C++", 10, 0, 0, 0, 0, 1, 11
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/pieces/pawn.cpp", "C++", 28, 0, 0, 0, 3, 7, 38
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/pieces/pawn.h", "C++", 10, 0, 0, 0, 0, 2, 12
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/pieces/piece.cpp", "C++", 17, 0, 0, 0, 0, 3, 20
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/pieces/piece.h", "C++", 19, 0, 0, 0, 3, 3, 25
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/pieces/queen.h", "C++", 14, 0, 0, 0, 0, 2, 16
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/pieces/rook.h", "C++", 14, 0, 0, 0, 0, 2, 16
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/pieces/types.h", "C++", 65, 0, 0, 0, 8, 12, 85
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/saveGame.cpp", "C++", 27, 0, 0, 0, 4, 5, 36
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/saveGame.h", "C++", 13, 0, 0, 0, 0, 2, 15
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/AnimationWindow.h", "C++", 81, 0, 0, 0, 23, 30, 134
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/Color.h", "C++", 314, 0, 0, 0, 11, 9, 334
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/Font.h", "C++", 18, 0, 0, 0, 0, 5, 23
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/Image.h", "C++", 21, 0, 0, 0, 1, 7, 29
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/KeyboardKey.h", "C++", 68, 0, 0, 0, 1, 3, 72
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/MessageType.h", "C++", 6, 0, 0, 0, 0, 1, 7
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/Point.h", "C++", 7, 0, 0, 0, 0, 2, 9
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/Widget.h", "C++", 33, 0, 0, 0, 1, 5, 39
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/internal/FontCache.h", "C++", 40, 0, 0, 0, 7, 11, 58
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/internal/KeyboardKeyConverter.h", "C++", 8, 0, 0, 0, 0, 2, 10
